  .740, 47.863,5.66, 191.2,""
  .742,-62.498,6.06, 87.64,""
  .743,-78.083,6.61,158.73,""
  .744,-65.650,6.55, 22.05,""
  .745, 48.284,4.48,215.51,""
  .745,-22.007,5.22, 26.74,""
  .746, 67.158,6.90, 45.26,""
  .748,-63.197,6.94,374.53,""
  .749,-42.677,5.94, 64.39,""
  .749,-53.715,6.15, 46.59,""
  .750, 62.528,6.62,370.37,""
  .751, 75.937,7.19, 37.35,""
  .754, 55.221,5.41, 98.81,""
  .756, -4.630,6.15, 253.8,""
  .757,-12.881,6.15, 30.99,""
  .760, 74.988,5.64, 93.02,""
  .761,-16.425,6.47, 89.04,""
  .762,-47.552,5.80, 15.15,""
  .762, 56.774,6.95,100000.0,""
  .769, 44.861,6.03,131.06,""
  .769,-22.523,5.49, 93.28,""
  .770, 55.305,6.51,161.81,""
  .775, 15.475,5.36,238.09,""
  .777,-30.191,6.81,130.54,""
  .777, 46.893,6.86,252.52,""
  .777, 69.325,6.39, 40.74,""
  .778, 59.574,6.41,934.57,""
  .779, 21.624,6.95,111.85,""
  .783, 11.973,5.51,  86.8,""
  .787, 19.578,6.11, 100.6,""
  .788, 24.267,4.08,    58.0,""
  .789,  6.740,5.98,141.24,""
  .795,-18.062,5.70,108.93,""
  .795, 26.291,6.93,217.39,""
  .796, 74.847,5.42, 236.4,""
  .798, 20.925,6.51, 57.04,""
  .799, 51.444,6.86,213.67,""
  .800,-21.723,5.57,105.15,""
  .802, 72.674,5.86, 61.23,""
  .803, 65.119,6.91,183.82,""
  .804,  7.299,5.92,177.61,""
  .806,  5.280,5.74,  7.45,""
  .809,-74.924,5.09, 64.93,""
  .811,  7.585,4.44, 95.41,""
  .811, 52.100,6.82,403.22,""
  .811,-28.496,6.78, 61.91,""
  .812, 78.467,7.11,169.49,""
  .813, 50.968,4.90,126.26,""
  .815,-46.698,6.28,129.53,""
  .816, 16.940,5.07, 23.45,""
  .817, 14.809,6.95,333.33,""
  .818, 57.815,3.46,  5.95,""
  .819,  5.388,2.37,  4.26,"*Van Maanen's Star"
  .820,-24.137,5.90,  57.9,""
  .823,-13.562,5.59,  85.1,""
  .825,-23.363,6.27,234.19,""
  .827, 47.763,6.66, 84.45,""
  .830, 41.078,4.53,189.39,""
  .831, 27.710,5.55, 88.57,""
  .831,  -.225,6.64,268.09,""
  .833, 70.774,6.90,176.36,""
  .834,-43.395,6.49,108.57,""
  .834, 81.967,7.38,645.16,""
  .835,-10.645,5.17, 15.75,""
  .835,-83.744,7.94, 58.68,""
  .838, 45.002,6.13, 100.3,""
  .844,-50.987,5.24, 74.23,""
  .845, 64.247,5.35,196.07,""
  .847,-71.152,6.86, 38.15,""
  .848, 77.953,6.76,118.76,""
  .849, 51.508,6.38, 67.29,""
  .853, -5.040,6.98, 21.51,""
  .854, 61.805,6.04,100000.0,""
  .855,  3.385,6.39,137.93,""
  .855, -9.406,6.89, 91.24,""
  .857, 63.781,6.87,100000.0,""
  .859, 51.571,6.22,306.74,""
  .859, 12.784,6.70, 94.42,""
  .864,-43.710,6.89,  95.6,""
  .865, 33.889,6.87,127.87,""
  .873,-69.504,6.67, 63.29,""
  .877,-24.006,5.47,171.23,""
  .881, 40.245,6.76, 41.77,""
  .881, 38.548,6.70,184.84,""
  .883, -1.145,4.78,179.85,""
  .884, 61.123,4.80, 18.74,""
  .886,-24.777,6.44, 73.58,""
  .891, 37.418,6.07,107.87,""
  .893, 29.489,6.70, 209.2,""
  .893,-62.872,5.73,218.34,""
  .894, -4.526,6.53,154.79,""
  .896, 52.689,6.27, 88.41,""
  .899,-48.792,6.82,176.67,""
  .904, -8.741,6.15, 131.4,""
  .909,-82.670,8.39,934.57,""
  .909, 19.188,5.80, 108.1,""
  .914, 83.707,5.59, 87.71,""
  .916, 23.628,5.46, 37.97,""
  .916,-74.303,6.68, 50.86,""
  .916, 58.972,4.83, 100.7,""
  .916,-69.528,5.45, 68.02,""
  .918, 48.678,6.28,207.46,""
  .919,-47.406,6.73,  53.7,""
  .920, 24.557,6.19,173.91,""
  .921, 85.702,8.10,215.51,""
  .928, -7.348,5.88, 184.5,""
  .931,-53.193,6.61,222.71,""
  .932,-27.776,6.11,292.39,""
  .932, 27.209,6.08, 77.76,""
  .933,-11.267,5.35,168.91,""
  .935, 13.951,6.46,125.15,""
  .936, 57.996,6.20, 198.8,""
  .937, 35.228,6.93,133.86,""
  .941, 42.978,6.53,254.45,""
  .944, 59.181,4.62, 61.27,""
  .945, 60.716,2.15,168.35,"Cih"
  .945, 38.499,3.86, 39.77,""
  .946, -2.730,6.99,165.01,""
  .946, 60.362,5.56,165.01,""
  .948, 68.775,6.39, 64.89,""
  .948, 64.532,6.98,704.22,""
  .953, 23.417,4.40, 70.42,""
  .955, 61.421,6.44, 198.8,""
  .955,-76.554,7.39,185.87,""
  .960,-18.999,6.92,141.64,""
  .961, 45.839,6.10,134.04,""
  .961,  1.785,6.97,322.58,""
  .963, 28.992,5.44, 198.8,""
  .963, -1.766,6.56,177.61,""
  .965, 75.493,7.49, 131.4,""
  .965, 13.695,6.30,148.58,""
  .969, 39.475,6.55,159.74,""
  .970, 70.496,6.97,256.41,""
  .970, 33.950,5.99, 56.36,""
  .971, 21.404,6.47, 129.7,""
  .972,  6.844,6.74,196.46,""
  .972,-60.697,6.23,171.23,""
  .975, 66.351,5.97,107.41,""
  .976,-29.358,4.30,238.09,""
  .978, 47.036,6.84,176.67,""
  .978,-11.380,5.62, 98.03,""
  .979, -5.883,6.57,102.56,""
  .984, 27.657,6.99,436.68,""
  .987, 83.102,7.86, 48.44,""
  .992, 48.966,6.90, 54.91,""
  .997,  6.483,6.14,332.22,""
 1.000, 44.713,5.69,119.04,""
 1.007, 21.249,6.83,330.03,""
 1.008, 80.545,6.67,108.69,""
 1.008, 70.982,6.40, 109.4,""
 1.009,-36.239,6.99,204.08,""
 1.011, -1.659,6.85,357.14,""
 1.021,-38.917,5.59,157.48,""
 1.021, 45.452,6.86,168.63,""
 1.021,-60.861,6.91, 45.47,""
 1.024, 49.544,6.48,322.58,""
 1.025, 69.358,6.67,273.97,""
 1.026,-38.215,6.61, 75.98,""
 1.027,-16.266,6.47, 92.85,""
 1.028, 25.292,6.71, 71.07,""
 1.029, 57.816,6.77,689.65,""
 1.033,-57.003,6.12,120.62,""
 1.035, 56.328,6.71,   200.0,""
 1.038, 81.875,6.90,253.16,""
 1.038, 51.034,6.48,226.24,""
 1.040,-31.553,5.50, 71.22,""
 1.043, 27.747,6.88, 44.38,""
 1.043,-77.552,7.24,383.14,""
 1.045,  9.132,6.83, 56.98,""
 1.045,-65.457,6.25,265.95,""
 1.046, 31.804,5.50,132.97,""
 1.046,-46.398,5.39, 73.09,""
 1.048, 51.798,6.84,746.26,""
 1.048, 41.345,5.95,107.29,""
 1.049,  7.890,4.27, 55.74,""
 1.050, 47.376,6.46, 96.06,""
 1.050, -4.837,5.40,102.24,""
 1.053,-83.255,7.96,265.95,""
 1.054,-29.526,6.28,130.03,""
 1.054,-60.098,6.81, 80.32,""
 1.055,-41.022,6.99, 406.5,""
 1.060, 61.074,5.92,613.49,""
 1.060, 58.909,6.75,411.52,""
 1.060, 84.606,6.74,139.46,""
 1.060, 82.100,8.44, 45.45,""
 1.063,  1.366,6.06, 60.13,""
 1.064, 47.642,6.82,450.45,""
 1.067, 52.502,5.99,326.79,""
 1.071, 54.204,6.84, 63.57,""
 1.072, 61.580,5.83, 80.77,""
 1.073,-47.941,6.84,330.03,""
 1.074, 29.658,6.20, 44.28,""
 1.075,-33.533,6.44,163.66,""
 1.076, 39.991,6.77, 78.98,""
 1.079, 51.009,6.53,403.22,""
 1.080, 74.372,6.82,286.53,""
 1.081,  5.656,6.03, 199.6,""
 1.084, 14.946,5.64, 54.58,""
 1.085,-71.734,7.37,184.84,""
 1.085,-83.591,7.37,228.31,""
 1.091, 81.961,7.96,341.29,""
 1.093, -9.980,6.09, 92.93,""
 1.094, 21.473,5.33, 84.31,""
 1.094, 21.465,5.55, 85.91,""
 1.097,  4.908,6.35, 40.63,""
 1.101,-46.719,3.32,100000.0,""
 1.101, -9.840,5.58,180.83,""
 1.101,-10.986,6.84,111.98,""
 1.102,-23.993,6.12,117.37,""
 1.103, 32.181,6.28,172.71,""
 1.106, 62.761,6.52, 64.93,""
 1.107,-35.661,6.61,151.51,""
 1.107,-39.857,6.64,294.11,""
 1.109, 12.956,6.14,133.33,""
 1.110,  8.360,6.93,  67.7,""
 1.114,-81.649,7.59,302.11,""
 1.115, 59.858,6.87,174.52,""
 1.115, 70.931,6.63,113.12,""
 1.116, 56.934,6.41,  99.1,""
 1.118, 20.151,6.99,242.71,""
 1.119, 53.498,6.31,512.82,""
 1.120,-23.997,6.36, 68.77,""
 1.120, 49.555,6.81,188.67,""
 1.121,-61.776,5.36, 93.28,""
 1.129, -9.786,5.71, 47.14,""
 1.129,-41.487,5.21, 56.94,""
 1.132, 20.739,5.56,  47.3,""
 1.133,  1.993,6.44, 48.47,""
 1.133, 43.942,5.04, 58.96,""
 1.133, 32.012,6.23, 41.39,""
 1.137, 54.920,5.17,  7.55,""
 1.137, 28.867,6.86, 83.54,""
 1.139,  9.908,6.71,349.65,""
 1.139,  5.649,5.51, 35.21,""
 1.139,-55.246,3.94, 91.57,""
 1.142, 58.263,5.77,184.84,""
 1.142,-46.668,6.89,  82.3,""
 1.143,-10.183,3.46, 37.99,""
 1.144, 70.681,7.48,361.01,""
 1.145, 86.257,4.24, 85.91,""
 1.153, 80.011,6.24,135.31,""
 1.153, 69.686,6.93,100000.0,""
 1.158, 47.241,4.26,219.78,""
 1.159, 57.349,6.65, 79.11,""
 1.160, 23.794,6.65,121.95,""
 1.162, 35.620,2.07, 60.53,"*Mirach"
 1.163, 19.658,5.57,115.47,""
 1.164, 54.738,6.75, 209.2,""
 1.165, 33.881,6.97, 103.3,""
 1.168,-57.695,6.41,125.62,""
 1.169, 15.673,6.07,165.01,""
 1.169, -8.907,6.40,118.62,""
 1.170,-56.863,6.98, 85.03,""
 1.171, 42.081,5.67, 52.27,""
 1.172, 25.457,5.81,120.77,""
 1.175,  2.445,5.97,235.29,""
 1.176, 51.013,6.90, 104.6,""
 1.177, 68.778,5.32, 84.88,""
